ticket_id,customer_id,ticket_date,issue_type,resolution_status,resolution_days
300527,101973,2024-04-02,App Issue,Open,1
300528,100438,2024-01-09,App Issue,Resolved,2
300529,100093,2024-04-09,Failed Transaction,Resolved,7
300530,101715,2024-02-03,Failed Transaction,Resolved,2
300531,100988,2024-02-23,Refund Delay,Resolved,3
300532,100297,2024-01-11,Failed Transaction,Resolved,1
300533,101190,2024-01-17,Refund Delay,Open,2
300534,101057,2024-01-27,Account Service,Resolved,5
300535,100951,2024-01-20,Refund Delay,Resolved,10
300536,100542,2024-01-21,Failed Transaction,Resolved,3
300537,101973,2024-02-11,Refund Delay,Resolved,1
300538,100470,2024-04-04,App Issue,Resolved,10
300539,101592,2024-02-24,Failed Transaction,Resolved,5
300540,101552,2024-01-22,Refund Delay,Open,15
300541,100172,2024-03-25,Failed Transaction,Open,2
300542,100854,2024-04-06,Failed Transaction,Escalated,4
300543,101075,2024-01-20,Refund Delay,Resolved,4
300544,100815,2024-03-26,App Issue,Resolved,15
300545,101087,2024-04-01,App Issue,Resolved,2
300546,101802,2024-01-17,App Issue,Resolved,1
300547,100607,2024-02-01,Refund Delay,Open,5
300548,101814,2024-04-14,Refund Delay,Resolved,3
300549,100874,2024-04-29,Failed Transaction,Resolved,4
300550,101722,2024-01-10,Refund Delay,Resolved,7
300551,100485,2024-04-03,App Issue,Resolved,5
300552,101809,2024-01-18,App Issue,Resolved,15
300553,101428,2024-02-09,Refund Delay,Resolved,7
300554,101681,2024-02-06,Failed Transaction,Resolved,2
300555,100941,2024-04-28,Account Service,Escalated,4
300556,101763,2024-03-27,Failed Transaction,Resolved,3
300557,100957,2024-02-13,Failed Transaction,Resolved,4
300558,101832,2024-04-18,Failed Transaction,Resolved,3
300559,101184,2024-01-09,Failed Transaction,Resolved,7
300560,101658,2024-02-25,Fraud Concern,Resolved,3
300561,101474,2024-04-19,App Issue,Resolved,7
300562,101087,2024-03-22,Account Service,Resolved,5
300563,100250,2024-01-08,Refund Delay,Resolved,1
300564,101064,2024-04-16,App Issue,Resolved,2
300565,100278,2024-02-28,Account Service,Escalated,7
300566,100176,2024-01-18,App Issue,Resolved,10
300567,101371,2024-02-16,App Issue,Open,15
300568,101052,2024-04-29,App Issue,Resolved,4
300569,100222,2024-01-13,Failed Transaction,Resolved,4
300570,101284,2024-04-09,Refund Delay,Resolved,15
300571,100995,2024-03-30,Failed Transaction,Open,7
300572,101061,2024-02-14,Account Service,Resolved,7
300573,100775,2024-02-06,Fraud Concern,Resolved,1
300574,101672,2024-01-08,Failed Transaction,Resolved,5
300575,101804,2024-02-14,Failed Transaction,Resolved,5
300576,101126,2024-02-19,Failed Transaction,Escalated,3
300577,100668,2024-03-27,Account Service,Resolved,3
300578,101262,2024-02-10,App Issue,Resolved,4
300579,100973,2024-04-13,Refund Delay,Open,7
300580,100183,2024-01-12,App Issue,Resolved,4
300581,100264,2024-03-01,App Issue,Escalated,10
300582,100387,2024-01-25,Account Service,Resolved,15
300583,100297,2024-04-09,App Issue,Resolved,7
300584,100016,2024-02-19,App Issue,Resolved,7
300585,101751,2024-02-25,Account Service,Open,10
300586,101419,2024-02-04,App Issue,Resolved,10
300587,100382,2024-01-07,Failed Transaction,Escalated,3
300588,101577,2024-03-22,Account Service,Open,1
300589,101241,2024-02-26,Refund Delay,Resolved,10
300590,101004,2024-04-09,Failed Transaction,Resolved,10
300591,100746,2024-01-27,Failed Transaction,Open,1
300592,101514,2024-01-14,App Issue,Resolved,10
300593,101806,2024-01-11,Failed Transaction,Open,3
300594,100651,2024-04-03,Account Service,Resolved,15
300595,100836,2024-04-21,Fraud Concern,Resolved,5
300596,100651,2024-02-09,App Issue,Resolved,3
300597,100995,2024-02-14,Fraud Concern,Resolved,2
300598,100910,2024-01-30,Fraud Concern,Open,10
300599,101983,2024-01-31,Failed Transaction,Resolved,10
300600,100170,2024-03-04,Refund Delay,Resolved,3
300601,101301,2024-02-01,Refund Delay,Open,3
300602,101303,2024-01-20,Failed Transaction,Resolved,10
300603,101666,2024-03-12,Failed Transaction,Resolved,1
300604,100047,2024-04-03,Fraud Concern,Resolved,4
300605,101731,2024-01-11,Refund Delay,Resolved,3
300606,101065,2024-01-20,Refund Delay,Resolved,2
300607,100790,2024-03-19,Refund Delay,Resolved,4
300608,100500,2024-01-11,App Issue,Open,15
300609,101367,2024-01-24,Refund Delay,Resolved,2
300610,100220,2024-04-06,App Issue,Resolved,15
300611,101946,2024-02-16,Account Service,Resolved,10
300612,101605,2024-04-20,App Issue,Resolved,1
300613,100538,2024-01-22,Account Service,Open,15
300614,101675,2024-01-21,Failed Transaction,Escalated,7
300615,101269,2024-01-21,Failed Transaction,Open,7
300616,101636,2024-01-04,Failed Transaction,Resolved,2
300617,100812,2024-01-21,Refund Delay,Escalated,4
300618,101134,2024-01-05,Fraud Concern,Resolved,7
300619,101602,2024-02-05,Failed Transaction,Resolved,3
300620,100700,2024-03-16,Refund Delay,Open,4
300621,100245,2024-03-24,App Issue,Resolved,4
300622,100565,2024-03-07,Failed Transaction,Resolved,3
300623,101414,2024-02-10,App Issue,Resolved,1
300624,100782,2024-01-25,App Issue,Resolved,1
300625,100384,2024-04-04,Refund Delay,Resolved,5
300626,101708,2024-01-04,App Issue,Resolved,7
300627,100556,2024-02-27,App Issue,Resolved,15
300628,100837,2024-03-14,App Issue,Open,4
300629,101557,2024-04-24,Failed Transaction,Resolved,3
300630,100838,2024-04-26,Failed Transaction,Resolved,15
300631,100726,2024-04-09,App Issue,Resolved,4
300632,101192,2024-03-11,Failed Transaction,Resolved,4
300633,101665,2024-04-21,Failed Transaction,Resolved,2
300634,101254,2024-03-17,Failed Transaction,Open,5
300635,100518,2024-04-07,App Issue,Resolved,1
300636,101186,2024-04-10,App Issue,Resolved,3
300637,101597,2024-05-03,Failed Transaction,Resolved,4
300638,100048,2024-04-02,Refund Delay,Escalated,10
300639,100762,2024-03-21,Failed Transaction,Open,1
300640,100899,2024-03-25,App Issue,Resolved,15
300641,101612,2024-02-02,App Issue,Resolved,7
300642,100890,2024-04-04,Failed Transaction,Resolved,2
300643,101082,2024-03-10,Failed Transaction,Open,10
300644,100223,2024-02-17,App Issue,Resolved,3
300645,100157,2024-02-02,Fraud Concern,Resolved,3
300646,101683,2024-01-04,Account Service,Resolved,2
300647,100802,2024-04-17,Refund Delay,Open,4
300648,101605,2024-01-11,App Issue,Resolved,3
300649,101175,2024-02-08,Failed Transaction,Open,2
300650,100832,2024-01-22,App Issue,Resolved,3
300651,101752,2024-04-23,Refund Delay,Resolved,15
300652,101489,2024-03-28,Refund Delay,Open,7
300653,101575,2024-02-23,Fraud Concern,Open,3
300654,100150,2024-02-01,Refund Delay,Resolved,3
300655,100120,2024-01-20,Failed Transaction,Resolved,1
300656,100675,2024-03-02,Refund Delay,Resolved,15
300657,100779,2024-01-23,Failed Transaction,Resolved,10
300658,101740,2024-01-17,Refund Delay,Resolved,7
300659,100373,2024-02-21,Refund Delay,Resolved,1
300660,100838,2024-01-21,Fraud Concern,Escalated,3
300661,100236,2024-01-06,Refund Delay,Resolved,1
300662,101106,2024-01-07,App Issue,Open,15
300663,100909,2024-04-16,Refund Delay,Resolved,10
300664,101003,2024-04-13,Failed Transaction,Resolved,10
300665,100543,2024-01-17,App Issue,Resolved,3
300666,101249,2024-04-30,App Issue,Open,15
300667,101390,2024-01-05,Refund Delay,Escalated,10
300668,100359,2024-01-12,Failed Transaction,Resolved,7
300669,100939,2024-04-15,App Issue,Resolved,7
300670,101026,2024-04-23,Account Service,Resolved,15
300671,100283,2024-02-02,Failed Transaction,Resolved,15
300672,101139,2024-01-11,Account Service,Resolved,5
300673,100974,2024-03-23,Refund Delay,Open,10
300674,101075,2024-02-24,Account Service,Resolved,10
300675,100626,2024-03-22,Failed Transaction,Resolved,2
300676,101887,2024-02-05,Refund Delay,Resolved,10
300677,100231,2024-04-19,Account Service,Resolved,4
300678,100213,2024-02-06,Account Service,Open,10
300679,101456,2024-03-25,Failed Transaction,Escalated,15
300680,100494,2024-01-13,App Issue,Escalated,15
300681,101751,2024-03-08,App Issue,Resolved,5
300682,101508,2024-03-15,Failed Transaction,Resolved,2
300683,100640,2024-04-26,Refund Delay,Resolved,2
300684,101142,2024-02-21,Failed Transaction,Resolved,1
300685,101618,2024-01-10,Failed Transaction,Resolved,1
300686,100395,2024-02-24,Account Service,Resolved,3
300687,100918,2024-01-05,Account Service,Resolved,3
300688,101218,2024-02-10,Refund Delay,Resolved,7
300689,100199,2024-03-21,App Issue,Resolved,10
300690,101161,2024-01-22,Failed Transaction,Resolved,10
300691,101100,2024-02-04,Refund Delay,Open,1
300692,100089,2024-02-22,Failed Transaction,Resolved,4
300693,100861,2024-02-18,Refund Delay,Resolved,1
300694,101588,2024-01-08,Refund Delay,Resolved,10
300695,100922,2024-02-06,App Issue,Resolved,2
300696,101941,2024-02-24,Refund Delay,Resolved,5
300697,101012,2024-02-13,Refund Delay,Resolved,3
300698,101169,2024-04-23,Refund Delay,Resolved,1
300699,100059,2024-02-07,Failed Transaction,Resolved,7
300700,100485,2024-04-17,Failed Transaction,Resolved,5
300701,100830,2024-02-21,Refund Delay,Resolved,5
300702,100699,2024-04-12,Fraud Concern,Resolved,3
300703,101787,2024-03-22,Failed Transaction,Resolved,5
300704,101039,2024-01-17,Fraud Concern,Resolved,3
300705,100837,2024-03-20,Failed Transaction,Resolved,3
300706,100593,2024-03-08,Failed Transaction,Resolved,10
300707,100510,2024-04-13,Refund Delay,Resolved,3
300708,101671,2024-04-10,Failed Transaction,Resolved,2
300709,100215,2024-01-31,Refund Delay,Resolved,1
300710,100811,2024-04-08,Refund Delay,Open,3
300711,101520,2024-04-15,Fraud Concern,Resolved,4
300712,100133,2024-04-19,Account Service,Resolved,4
300713,100250,2024-04-18,Refund Delay,Resolved,5
300714,101772,2024-03-26,App Issue,Resolved,3
300715,100533,2024-02-10,App Issue,Escalated,2
300716,101783,2024-02-03,Fraud Concern,Resolved,4
300717,101781,2024-03-21,Fraud Concern,Resolved,1
300718,101797,2024-04-13,Refund Delay,Open,3
300719,101546,2024-02-22,App Issue,Open,7
300720,100035,2024-01-11,Refund Delay,Resolved,15
300721,100162,2024-04-02,App Issue,Open,10
300722,100614,2024-03-26,Account Service,Resolved,2
300723,101202,2024-04-11,Failed Transaction,Resolved,15
300724,100586,2024-03-09,Refund Delay,Resolved,7
300725,101402,2024-01-24,Account Service,Resolved,15
300726,101909,2024-04-30,Failed Transaction,Resolved,4
300727,100238,2024-01-24,App Issue,Resolved,3
300728,101460,2024-04-15,App Issue,Open,4
300729,100254,2024-03-19,Failed Transaction,Resolved,2
300730,101135,2024-02-27,App Issue,Resolved,5
300731,100918,2024-01-19,Failed Transaction,Resolved,5
300732,100521,2024-03-16,Refund Delay,Resolved,15
300733,101101,2024-01-25,Refund Delay,Resolved,5
300734,101487,2024-02-18,Refund Delay,Resolved,7
300735,100591,2024-03-15,Refund Delay,Resolved,10
300736,100633,2024-02-01,Refund Delay,Resolved,4
300737,101911,2024-04-04,Failed Transaction,Open,3
300738,101035,2024-03-30,Account Service,Resolved,1
300739,101010,2024-04-21,Fraud Concern,Resolved,4
300740,100073,2024-02-20,App Issue,Open,4
300741,101139,2024-01-09,App Issue,Open,3
300742,100983,2024-04-19,App Issue,Open,7
300743,100802,2024-01-19,Refund Delay,Open,4
300744,100493,2024-04-25,Refund Delay,Resolved,2
300745,100749,2024-04-25,App Issue,Resolved,7
300746,100590,2024-02-17,Refund Delay,Resolved,3
300747,101081,2024-03-29,Fraud Concern,Resolved,15
300748,101581,2024-02-05,Account Service,Resolved,4
300749,100740,2024-03-02,Refund Delay,Resolved,5
300750,101678,2024-01-17,App Issue,Resolved,7
300751,101683,2024-04-09,Refund Delay,Resolved,2
300752,100037,2024-04-03,Failed Transaction,Resolved,7
300753,100604,2024-04-10,Failed Transaction,Resolved,10
300754,101597,2024-03-11,Failed Transaction,Escalated,10
300755,100452,2024-01-05,Failed Transaction,Resolved,10
300756,100420,2024-04-01,Fraud Concern,Resolved,5
300757,100238,2024-02-07,Failed Transaction,Resolved,4
300758,100889,2024-04-29,Failed Transaction,Resolved,2
300759,100114,2024-01-17,App Issue,Resolved,2
300760,101247,2024-01-26,Failed Transaction,Resolved,15
300761,100977,2024-03-17,Failed Transaction,Resolved,10
300762,100782,2024-01-11,App Issue,Resolved,15
300763,101765,2024-03-29,Fraud Concern,Resolved,1
300764,100953,2024-03-31,Failed Transaction,Escalated,1
300765,100749,2024-03-25,Failed Transaction,Open,7
300766,101532,2024-03-07,Fraud Concern,Resolved,2
300767,100979,2024-04-04,Failed Transaction,Open,1
300768,100662,2024-02-02,Account Service,Resolved,2
300769,101027,2024-01-09,Refund Delay,Resolved,1
300770,101117,2024-02-12,Failed Transaction,Resolved,5
300771,100591,2024-04-11,Failed Transaction,Open,7
300772,100665,2024-02-17,Fraud Concern,Resolved,2
300773,101367,2024-03-14,App Issue,Resolved,10
300774,101208,2024-02-02,App Issue,Resolved,15
300775,100235,2024-01-03,Refund Delay,Resolved,7
300776,101072,2024-03-18,Account Service,Resolved,15
300777,101585,2024-04-22,Refund Delay,Resolved,2
300778,100927,2024-01-26,Account Service,Resolved,2
300779,101560,2024-02-07,App Issue,Resolved,15
300780,101787,2024-01-28,Refund Delay,Open,7
300781,101245,2024-02-29,App Issue,Resolved,15
300782,100401,2024-02-22,App Issue,Open,7
300783,100579,2024-02-08,App Issue,Resolved,5
300784,101132,2024-03-04,Failed Transaction,Open,15
300785,100379,2024-02-20,App Issue,Resolved,10
300786,100377,2024-03-12,Refund Delay,Escalated,5
300787,101421,2024-01-02,Failed Transaction,Resolved,3
300788,100476,2024-03-11,App Issue,Resolved,1
300789,100052,2024-04-24,Refund Delay,Resolved,4
300790,101144,2024-03-01,Failed Transaction,Resolved,15
300791,101728,2024-03-06,Refund Delay,Escalated,3
300792,100723,2024-04-27,Failed Transaction,Resolved,1
300793,101911,2024-01-28,Failed Transaction,Escalated,15
300794,101723,2024-02-16,Failed Transaction,Resolved,10
300795,100065,2024-03-29,Refund Delay,Resolved,4
300796,100190,2024-03-12,App Issue,Resolved,7
300797,100800,2024-02-08,Failed Transaction,Resolved,5
300798,101688,2024-03-22,Refund Delay,Open,10
300799,100161,2024-01-13,Failed Transaction,Resolved,4
300800,100619,2024-03-01,App Issue,Resolved,7
300801,100175,2024-01-25,Account Service,Open,4
300802,100349,2024-03-02,Failed Transaction,Resolved,15
300803,100382,2024-03-10,Account Service,Resolved,7
300804,100874,2024-02-02,Refund Delay,Resolved,3
300805,101506,2024-03-12,Account Service,Resolved,4
300806,101751,2024-01-25,Failed Transaction,Resolved,5
300807,101583,2024-02-24,Fraud Concern,Escalated,4
300808,100892,2024-03-24,Fraud Concern,Escalated,15
300809,100563,2024-02-21,App Issue,Resolved,15
300810,101079,2024-04-27,Refund Delay,Resolved,10
300811,101126,2024-01-25,Account Service,Resolved,15
300812,100474,2024-03-01,App Issue,Open,7
300813,101089,2024-02-14,App Issue,Resolved,4
300814,100212,2024-04-03,Fraud Concern,Escalated,2
300815,101793,2024-04-27,Failed Transaction,Resolved,4
300816,101578,2024-03-13,Failed Transaction,Resolved,15
300817,100625,2024-01-19,Refund Delay,Open,10
300818,101930,2024-04-11,Failed Transaction,Resolved,15
300819,101310,2024-04-12,App Issue,Resolved,5
300820,101630,2024-02-29,App Issue,Resolved,2
300821,100205,2024-02-26,Fraud Concern,Resolved,1
300822,101329,2024-05-01,App Issue,Resolved,1
300823,101784,2024-02-12,Fraud Concern,Resolved,10
300824,101233,2024-04-28,Failed Transaction,Resolved,5
300825,100869,2024-03-23,Refund Delay,Resolved,2
300826,101841,2024-01-24,App Issue,Resolved,1
300827,100365,2024-04-13,Failed Transaction,Resolved,10
300828,100076,2024-02-16,Failed Transaction,Resolved,5
300829,100641,2024-01-15,App Issue,Resolved,7
300830,101357,2024-04-10,App Issue,Resolved,2
300831,100378,2024-04-29,Failed Transaction,Resolved,4
300832,101370,2024-04-20,App Issue,Resolved,4
300833,101917,2024-04-07,Refund Delay,Open,2
300834,101258,2024-02-27,Fraud Concern,Resolved,4
300835,100029,2024-01-19,App Issue,Resolved,3
300836,100270,2024-02-23,App Issue,Resolved,2
300837,100310,2024-04-04,Account Service,Resolved,7
300838,101310,2024-04-11,Refund Delay,Resolved,5
300839,100744,2024-04-30,Account Service,Resolved,15
300840,101958,2024-04-01,Refund Delay,Open,1
300841,100877,2024-03-16,Refund Delay,Open,1
300842,100988,2024-02-27,Refund Delay,Resolved,15
300843,100640,2024-02-17,Refund Delay,Resolved,5
300844,101173,2024-02-03,Failed Transaction,Resolved,10
300845,100986,2024-03-09,Failed Transaction,Resolved,4
300846,101617,2024-01-07,Failed Transaction,Resolved,7
300847,100248,2024-05-04,Failed Transaction,Resolved,1
300848,100243,2024-02-16,Account Service,Resolved,7
300849,101610,2024-01-12,Account Service,Resolved,5
300850,100372,2024-03-26,Account Service,Escalated,10
300851,101697,2024-01-29,App Issue,Open,4
300852,100601,2024-04-24,Failed Transaction,Resolved,4
300853,101223,2024-01-08,App Issue,Resolved,10
300854,100008,2024-03-19,Refund Delay,Resolved,4
300855,101232,2024-03-02,Failed Transaction,Open,1
300856,100441,2024-02-16,Fraud Concern,Open,10
300857,100666,2024-03-01,Failed Transaction,Resolved,5
300858,100060,2024-03-31,Account Service,Resolved,5
300859,100463,2024-03-11,Account Service,Resolved,2
300860,101979,2024-02-12,Refund Delay,Resolved,10
300861,100512,2024-03-21,Failed Transaction,Resolved,7
300862,101907,2024-04-29,App Issue,Resolved,10
300863,101917,2024-03-20,Refund Delay,Resolved,10
300864,100629,2024-02-17,Failed Transaction,Resolved,10
300865,100964,2024-02-13,Failed Transaction,Resolved,5
300866,100345,2024-02-05,Refund Delay,Open,3
300867,100964,2024-01-17,Failed Transaction,Resolved,5
300868,101059,2024-05-03,Failed Transaction,Resolved,10
300869,100508,2024-02-22,Account Service,Resolved,5
300870,101270,2024-01-22,Failed Transaction,Resolved,2
300871,101109,2024-04-26,App Issue,Open,15
300872,100270,2024-01-14,Refund Delay,Open,5
300873,101848,2024-04-13,Fraud Concern,Open,3
300874,101855,2024-03-19,Failed Transaction,Open,10
300875,100302,2024-04-02,Account Service,Resolved,1
300876,100660,2024-02-23,App Issue,Resolved,2
300877,100664,2024-01-29,Failed Transaction,Resolved,4
300878,100775,2024-01-09,Failed Transaction,Resolved,10
300879,101505,2024-03-29,Fraud Concern,Resolved,1
300880,101627,2024-04-30,Refund Delay,Open,2
300881,100018,2024-03-27,Failed Transaction,Escalated,4
300882,100974,2024-02-25,App Issue,Resolved,15
300883,101610,2024-04-16,App Issue,Resolved,1
300884,100216,2024-01-17,Fraud Concern,Open,3
300885,100067,2024-01-05,Failed Transaction,Resolved,10
300886,100119,2024-03-06,App Issue,Resolved,10
300887,101373,2024-04-16,Failed Transaction,Resolved,15
300888,101564,2024-01-27,App Issue,Open,1
300889,100483,2024-02-26,Account Service,Resolved,7
300890,101789,2024-02-23,Failed Transaction,Resolved,1
300891,100291,2024-02-28,Failed Transaction,Resolved,2
300892,101796,2024-02-20,Failed Transaction,Resolved,1
